College,SAT,Acceptance Rate,Earnings 6 yrs after entry,Share First Generation,Retention Rate,Student Faculty Ratio,Mean Net Price,Diversity,Students with Loans,Faculty Salary
Indiana University Southeast,1115,0.9005,39656,0.4091116173,0.5829,12,6914,0.2026,0.711620017,7230
Indiana Wesleyan University,1109,0.9191,51220,0.4741139964,0.7831,12,21077,0.1683,0.8857564576,7682
Iona University,1176,0.9256,54390,0.3134772897,0.7049,15,29068,0.49560000000000004,0.899864682,10094
Iowa State University,1205,0.9112,51327,0.1991840151,0.8805,18,15351,0.22950000000000004,0.9072350645,11796
Ithaca College,,0.7773,49433,0.1375752365,0.8416,10,33748,0.2793,0.9643296433,9041
Jackson State University,1030,0.7634,37373,0.3637702504,0.6922,19,18336,0.37389999999999995,0.8085763293,7499
Jacksonville State University,1030,0.7634,37373,0.3637702504,0.6922,19,18336,0.37389999999999995,0.8085763293,7499
Jacksonville University,,0.4091,38520,0.5022521408,,21,29260,0.6914,0.8188157573,8757
James Madison University,1233,0.8625,55354,0.2083089526,0.9104,16,22431,0.24609999999999999,0.8993971364,9596
Jamestown Business College,,0.8611,31654,0.5303030303,,41,6452,0.34159999999999996,0.2775665399,4557
Jarvis Christian University,,,24723,0.4596443228,0.3689,12,11550,0.9847000000000001,0.8069767442,6423
John Brown University,1231,0.5287,43323,0.2888283379,0.8026,15,18641,0.2852,0.8857142857,7137
John Carroll University,1266,0.8811,54806,0.1859861592,0.8637,13,29172,0.1426,0.9368686869,9303
John Jay College of Criminal Justice,,0.4458,48479,0.4849257885,0.7808,18,2254,0.8513000000000001,0.2222990493,11856
John Paul the Great Catholic University,1152,0.7885,33366,,0.7077,20,27618,0.5683,,7242
Johns Hopkins University,,0.0752,83890,0.1312714777,0.9565,6,14254,0.7611,0.8801324503,16545
Johnson C. Smith University,,0.4453,30117,0.3644171779,0.5696,9,16703,0.9884999999999999,0.9604278075,6454
Johnson University,959,0.4207,32147,0.2545454545,0.4,8,18041,0.6419999999999999,0.8221797323,5581
Judson University,1054,0.624,44116,0.3562753036,0.6641,11,20824,0.6133,0.9073083779,6455
Juniata College,,0.7443,45952,0.1996434938,0.8313,11,28794,0.268,0.9675767918,8125
Kalamazoo College,1275,0.7958,47628,0.1369509044,0.8486,10,21528,0.38980000000000004,0.9180722892,8429
Kansas City Art Institute,,0.5998,28311,0.2098765432,0.7446,9,26262,0.38530000000000003,,7699
Kansas City University,,,,,,,,0.0,,8715
Kansas State University,,0.9561,45640,0.2247913769,0.8624,19,18902,0.20409999999999998,0.8947368421,9724
Kansas Wesleyan University,,0.6764,44127,0.3304904051,0.5684,12,24028,0.44189999999999996,0.9526627219,5833
Kean University,1023,0.7916,46236,0.4639848357,0.7138,16,17510,0.7185,0.8570397112,9032
Keck Graduate Institute,,,,,,,,0.0,,11716
Keene State College,1079,0.8809,46357,0.2299554566,0.7469,15,19627,0.1694,0.9699570815,9477
Keiser University,,,35351,0.4765165664,,,,0.0,0.9069632045,
Kennesaw State University,1150,0.8159,45344,0.2693773825,0.7415,22,18212,0.522,0.8300658123,8241
Kent State University,1117,0.8731,37188,0.3594029851,0.8072,19,18778,0.24850000000000003,0.8863399374,9605
Kentucky Christian University,984,0.5768,37141,0.2957746479,0.4452,12,23106,0.3794,0.9183006536,4822
Kentucky State University,,0.652,30112,0.4003215434,0.7025,13,7265,0.9222000000000001,0.8513323983,7182
Kentucky Wesleyan College,1095,0.6723,37256,0.3781094527,0.5508,12,28242,0.3088,0.8938679245,5621
Kenyon College,1443,0.3655,42806,,0.9058,9,33706,0.3126,0.9016853933,9190
Kettering College,1050,0.253,57446,0.4026845638,0.7302,12,20397,0.2416,0.9361022364,8068
Kettering University,1257,0.8559,77520,0.1818181818,0.8817,12,34314,0.214,0.9478527607,8771
Keuka College,1144,0.9364,46087,0.3820840951,0.6633,12,27314,0.2085,0.943940643,6315
Keystone College,1045,0.8215,32407,0.4772393539,0.63,13,18666,0.3489,0.9333333333,6640
King University,1006,0.9287,42646,0.4587833997,0.6581,17,11524,0.8503,0.8022194821,8010
King's College,,,34409,0.4779240899,0.6079,20,6358,0.7538,0.1110656855,11086
Knox College,1276,0.7024,38260,0.2784552846,0.8321,11,23285,0.508,0.9506641366,7027
Kutztown University of Pennsylvania,1095,0.9725,43067,0.3466419884,0.7765,19,21898,0.2788,0.9582926829,10022
Kuyper College,,0.6887,32773,,0.5714,8,21208,0.4893,,5265
La Roche University,,0.9809,37499,0.4059233449,0.5684,11,26137,0.35040000000000004,0.9136577708,6224
La Salle University,,0.8135,53623,0.3697585769,0.6661,12,23269,0.5156000000000001,0.8955890564,9480
La Sierra University,1023,0.6607,42330,0.3961584634,0.7185,16,23480,0.885,0.9227557411,8020
Labouré College,,0.75,63071,0.4510779436,,6,33180,0.6338,0.9474375821,6746
Lafayette College,,,24269,0.5946662943,0.4646,17,21864,0.6559000000000001,0.8823012736,4493
LaGrange College,,0.7482,42637,0.2545126354,0.6034,9,21748,0.3603,0.9332220367,6754
Laguna College of Art and Design,,0.833,36169,0.219895288,0.7838,8,40893,0.5277999999999999,0.9130434783,9260
Lake Erie College,1040,0.5473,38736,0.327014218,0.6294,13,21216,0.36660000000000004,0.9422222222,5656
Lake Forest College,1271,0.6443,48499,0.2458715596,0.8734,12,23642,0.5171,0.910472973,8525
Lake Forest Graduate School of Management,,,,,,,,0.0,,9172
Lake Superior State University,1069,0.7329,42777,0.3303167421,0.669,16,14035,0.5224000000000001,0.8378088077,6897
Lake Washington Institute of Technology,,,42447,0.4133165829,,12,8075,0.5054000000000001,0.4973656481,8298
Lakeland University,,0.8011,47354,0.4363636364,0.7312,15,21396,0.39959999999999996,0.9162162162,6939
Lakeview College of Nursing,,,66990,,,8,,0.3882,0.9252873563,6910
Lamar University,1012,0.8806,40043,0.4325285896,0.57,18,13351,0.6083,0.8209323173,8438
Lancaster Bible College,1114,0.96,36239,0.3549668874,0.7987,15,22475,0.4615000000000001,0.8936915888,5619
Lander University,1057,0.6905,34764,0.317092034,0.6667,16,16955,0.35500000000000004,0.9025787966,6356
Landmark College,,0.5288,27604,,,7,50759,0.3423,0.9251336898,6572
Lane College,,,29132,0.6118421053,0.633,22,13729,0.7954999999999999,0.0577358491,9840
Langston University,,,27806,0.3640776699,0.6462,16,11951,0.9394,0.8647711512,5961
Lasell University,1217,0.8506,47727,0.2880952381,0.7248,12,28431,0.34700000000000003,0.968061674,8269
Lawrence Technological University,,0.8107,55922,0.2227722772,0.7315,11,33780,0.34830000000000005,0.9160186625,8018
Lawrence University,1357,0.7496,38000,0.1739130435,0.8865,8,21238,0.402,0.9479392625,8336
Le Moyne College,1224,0.734,51481,0.2229007634,0.8107,12,23974,0.2554,0.9490674319,9262
Lebanon Valley College,1184,0.7764,50424,0.2760814249,0.8447,11,26714,0.17,0.9748502994,7942
Lee University,1487,0.1885,73033,,0.9608,8,27417,0.2557,0.8521126761,13444
Lees-McRae College,1146,0.592,37901,0.401384083,0.6667,11,25495,0.26020000000000004,0.9143780291,5317
Lehigh University,1422,0.4597,86106,0.1687657431,0.9358,10,32698,0.39,0.953100159,14034
Lenoir-Rhyne University,,0.8572,40829,0.3166069295,0.621,12,21175,0.3505000000000001,0.9059080963,7484
Lesley University,,0.8695,35392,0.2874251497,0.7508,10,30399,0.4367,0.9366071429,8888
LeTourneau University,1250,0.5419,49230,0.3405714286,0.7665,15,23991,0.31300000000000006,0.9192872117,6423
Lewis & Clark College,1345,0.7945,43097,0.173380035,0.8627,12,35940,0.3325,0.9155405405,10175
Lewis University,1147,0.7126,51812,0.3940031562,0.7512,13,17323,0.4179,0.9103182257,9663
Lewis-Clark State College,,1.0,38299,0.4047013977,0.6258,15,12962,0.23720000000000002,0.8217366302,6789
Liberty University,,0.9928,35216,0.4239865593,0.7859,17,28561,0.43470000000000003,0.8642093201,5092
Life Pacific University,,0.9397,32128,0.3714285714,0.5167,10,24055,0.6062,0.9201277955,6168
Life University,,0.9397,32128,0.3714285714,0.5167,10,24055,0.6062,0.9201277955,6168
LIM College,,0.8427,52957,0.3252818035,0.6927,16,36231,0.5867,0.9451851852,6396
Limestone University,,0.8723,39008,0.429598562,0.6721,13,22047,0.5515999999999999,0.9427055703,5651
Lincoln Christian University,,,33088,0.3122171946,0.6379,12,17436,0.20770000000000002,0.9152542373,4543
Lincoln College,,,42260,0.5173788464,0.6818,32,30603,0.42529999999999996,0.8819202478,4706
Lincoln Memorial University,1102,0.699,43038,0.4148606811,0.701,10,16017,0.2063,0.8585086042,7164
Lincoln University,,,31094,0.3789308176,0.4986,13,10714,0.7418999999999999,0.8895582329,5940
Lindenwood University,1138,0.7484,42897,0.350877193,0.7768,13,17410,0.38230000000000003,0.9315375982,8885
Lindsey Wilson College,,,33176,0.4585365854,0.549,15,16538,0.2751,0.8316326531,5942
Linfield University,,,64930,0.3032258065,,5,,0.3,0.9578675838,10230
Lipscomb University,1224,0.7399,46097,0.2357032457,0.8486,14,24627,0.2872,0.8818380744,8056
Livingstone College,877,0.513,25387,0.3921800948,0.5797,13,15440,0.9864,0.9289340102,5599
Lock Haven University,1085,0.9499,40068,0.3765203596,0.6942,15,15583,0.1409,0.9646712463,10770
Logan University,,0.6552,50264,0.3653846154,0.5,12,13854,0.30970000000000003,,6701
Loma Linda University,,,83433,0.3838951311,,3,,0.7519999999999999,0.9739837398,8935
Long Island University,1219,0.9332,45151,0.3563569682,0.8231,13,23460,0.6041,0.7907375643,12382
Longwood University,1098,0.8998,42617,0.2788768347,0.7281,13,18974,0.27140000000000003,0.9252561784,8126
Loras College,,0.7196,46885,0.1727416799,0.7755,11,19091,0.25479999999999997,0.9559270517,6738
Louisiana Christian University,1065,0.7609,40631,0.3684210526,0.5877,11,15351,0.3913,0.8808290155,5973
Louisiana State University,,,61689,,,4,,0.5185000000000001,,7327
Louisiana State University Health Sciences Center,,,61689,,,4,,0.5185000000000001,,7327
Louisiana State University Health Sciences Center-Shreveport,,,61689,,,4,,0.5185000000000001,,7327
Louisiana State University in Shreveport,,,61689,,,4,,0.5185000000000001,,7327
Louisiana State University of Alexandria,1054,0.5829,35155,0.4488721805,0.57,15,7166,0.36689999999999995,0.7528542646,6171
Louisiana Tech University,1203,0.6583,42884,0.3118584071,0.8104,20,12065,0.2782,0.8043766578,8220
Lourdes University,1050,0.7524,38647,0.3360488798,0.581,13,18800,0.1997,0.954887218,7049
Loyola Marymount University,1354,0.4582,58391,0.2240373396,0.898,11,34580,0.5756,0.9126853377,12022
Loyola University Chicago,1311,0.7698,55895,0.2768674699,0.875,14,27330,0.4678,0.9024498886,11060
Loyola University Maryland,,0.8421,65269,0.1349453978,0.8793,12,30217,0.296,0.9733637747,8698
Loyola University New Orleans,,0.7827,37098,0.1928071928,0.8073,14,22123,0.5469,0.9197012138,8113
Lubbock Christian University,1107,0.9518,42766,0.359947644,0.6953,12,24311,0.3717,0.9238210399,6733
Luther College,,0.6148,38087,,0.7338,12,15916,0.3687,0.9362549801,7046
Lycoming College,1172,0.7474,42890,0.3659359191,0.7425,11,18253,0.4071000000000001,0.9641744548,7866
Lynn University,,,64930,0.3032258065,,9,,0.3994,0.9578675838,7803
Lyon College,1163,0.2721,35401,0.3,0.6868,10,10786,0.4253,0.870523416,6087
Macalester College,1421,0.3126,43737,0.128256513,0.9561,10,23188,0.4514,0.9319066148,10898
Madonna University,1034,0.5226,46038,0.4176755448,0.6788,11,18789,0.3546,0.9069264069,7158
Maharishi International University,,0.9483,22008,0.3376623377,0.7895,13,14573,0.5768,,4236
Maine College of Art,,0.7207,25142,0.2388059701,0.6378,9,34380,0.2924,0.951048951,6331
Maine Maritime Academy,,0.5771,85480,0.206741573,0.8056,9,23778,0.174,,
Malone University,1085,0.7803,40622,0.3270893372,0.7225,12,18203,0.2652,0.9416553596,6409
Manchester University,1190,0.8264,52890,0.174486235,0.7342,9,16665,0.2877,0.9633527532,9853
Manhattan Christian College,1115,0.4786,33115,0.2689655172,0.5882,11,21141,0.2157,0.9161290323,5143
Manhattan College,,,33185,0.5309888579,0.559,19,5065,0.9037000000000001,0.1103830943,11024
Manhattan School of Music,,0.4899,25315,,0.8595,6,47969,0.6032,,7870
Manhattanville College,1161,0.8294,42359,0.3010130246,0.7262,9,20200,0.5076,0.9041994751,9110
Mansfield University of Pennsylvania,1061,0.944,39335,0.3982642237,0.7041,18,12733,0.22059999999999996,0.9530141844,10563
Maranatha Baptist University,1147,0.803,36383,0.1915492958,0.7838,12,20035,0.1581,0.704109589,3418
Maria College,,,55791,0.3505154639,0.5,14,26153,1.0,0.9126637555,
Marian University,1050,0.7627,46644,0.3896961691,0.6548,12,20682,0.2771,0.9312424608,5890
Marietta College,,,22013,0.5271317829,0.6622,14,21183,0.9152,0.8967741935,3639
Marist College,1282,0.5995,59015,0.1883905013,0.8638,16,36099,0.2616,0.9575757576,9969
Marquette University,1292,0.8626,61604,0.1934628975,0.8913,13,29102,0.319,0.8958245466,10147
Mars Hill University,,0.7951,34224,0.3440094899,0.7411,9,19513,0.3732,0.9175824176,5585
Marshall B. Ketchum University,,,,,,,,0.0,,10962
Marshall University,,,,,,,,0.0,,10962
Martin Luther College,1187,0.9137,37838,,0.8261,12,21869,0.0775,0.8503401361,4716
Martin University,1119,0.7512,35258,0.3910690122,0.7009,15,10857,0.22010000000000002,0.8012269939,7641
Mary Baldwin University,,,38390,0.4,0.6369,11,17514,0.48840000000000006,0.9311258278,7324
Maryland Institute College of Art,,0.8575,35305,0.1738197425,0.8582,10,27421,0.6496999999999999,0.9320987654,8083
Maryland University of Integrative Health,,,,,,,,0.0,,5974
Marymount Manhattan College,1168,0.7691,36178,0.2263710618,0.7531,9,30721,0.4648,0.8543263965,8314
Marymount University,1354,0.4582,58391,0.2240373396,0.898,11,34580,0.5756,0.9126853377,12022
Maryville College,1187,0.6819,37199,0.3206951027,0.6827,12,21851,0.2851,0.8918518519,6655
Maryville University,1132,0.9154,51858,0.2958735733,0.8159,13,24450,0.3584,0.9151172191,9172
Marywood University,1118,0.8186,44421,0.2949640288,0.8015,11,20741,0.2373,0.9468325792,7621
Massachusetts College of Art and Design,,0.7867,37469,0.2251552795,0.858,9,23799,0.45560000000000006,0.9396170839,9659
Massachusetts College of Liberal Arts,,0.9096,39520,0.3300699301,0.6294,9,15906,0.2939,0.9248407643,8836
Massachusetts Institute of Technology,,0.0411,118516,0.2585139319,0.9897,3,5084,0.7591,0.5241581259,20300
Massachusetts Maritime Academy,,0.9008,91156,0.211062591,0.8241,13,21604,0.11969999999999999,0.9676056338,8605
Massachusetts School of Law,,,,,,,,0.0,,11185
Mayo Clinic College of Medicine and Science,,0.4906,69494,,,3,,0.2636,,
Mayville State University,1050,0.6099,41347,0.3016194332,0.6212,14,14225,0.2275,0.8925925926,6135
McDaniel College,,0.8668,45618,0.2636363636,0.7155,13,20379,0.44739999999999996,0.9281690141,7370
McKendree University,,0.7768,45102,0.3255813953,0.7257,15,24989,0.3962,0.8503274088,6884
McMurry University,1147,0.7835,40465,0.3742038217,0.6637,11,22602,0.5614000000000001,0.9119318182,6983
McNeese State University,1116,0.6876,37189,0.3848015489,0.6944,19,10161,0.31810000000000005,0.76069869,7156
McPherson College,,0.8462,39250,0.3056234719,0.6609,14,24423,0.4643,0.9431818182,7228
MCPHS University,1245,0.9771,84319,0.3048780488,0.7889,12,37288,0.6547,0.9766578249,10833
Medaille University,,0.6999,36957,0.3919915701,0.5864,13,16170,0.36439999999999995,0.8879706152,5500
Medgar Evers College,,0.8587,35822,0.5033222591,0.3892,16,5993,0.9846,0.215026633,11526
Medical College of Wisconsin,,,,,,,,0.0,,
Medical University of South Carolina,,,77155,0.1883116883,,8,,0.25460000000000005,0.9732283465,10434
Meharry Medical College,,,,,,,,0.0,,
Menlo College,,0.6978,56798,0.4006849315,0.7087,14,32915,0.7968000000000001,0.9113924051,9962
Mercer University,1338,0.7541,46626,0.2819956616,0.8598,13,20884,0.5411,0.9050880626,8997
Mercy College,960,0.4097,55781,0.4932680539,0.7647,6,24068,0.2807,0.9464882943,7052
Mercy College of Health Sciences,1050,0.9697,52289,0.3460803059,0.4375,9,21699,0.30219999999999997,0.9376083189,6116
Mercy College of Ohio,960,0.4097,55781,0.4932680539,0.7647,6,24068,0.2807,0.9464882943,7052
Mercyhurst University,,0.8238,39557,0.2866626433,0.7797,14,25704,0.1991,0.9400665927,7279
Meredith College,1228,0.6987,42030,0.2199488491,0.8221,10,19897,0.35500000000000004,0.9483173077,7516
Merrimack College,,0.803,,0.2067881835,0.8362,15,35246,0.2171,0.9733978235,9608
Messiah University,1230,0.7738,45519,0.18173258,0.8527,12,23560,0.21530000000000002,0.9687786961,8650
Methodist College,,0.8381,57503,0.302970297,0.9286,13,22315,0.2193,0.9384328358,5791
Methodist University,1178,0.7859,37358,0.3206865402,0.6207,10,18855,0.5495,0.8372287145,7469
Metropolitan College of New York,,0.7727,32858,0.4958158996,0.3636,10,25488,0.9299,0.9457142857,8862
Metropolitan State University,1037,0.8882,42819,0.4046665746,0.6283,19,13806,0.5246,0.7563364761,7336
Metropolitan State University of Denver,1037,0.8882,42819,0.4046665746,0.6283,19,13806,0.5246,0.7563364761,7336
MGH Institute of Health Professions,,,72055,0.2829268293,,10,,0.3368,,9768
Miami Dade College,,,31686,0.4858954041,,18,3732,0.9574,0.085088334,7403
Miami University,,1.0,37147,0.2505800464,0.8125,14,23634,0.9662999999999999,0.7978947368,5841
Michigan School of Psychology,,,,,,,,0.0,,8188
Michigan State University,1220,0.8325,53701,0.2095218963,0.9211,16,10925,0.32220000000000004,0.8943837454,11928
Michigan Technological University,1256,0.8575,66800,0.1853785901,0.847,13,15864,0.1398,0.9144303797,10912
Mid-America Christian University,,,34615,0.497824195,0.6418,11,17694,0.5431,0.9242540168,5081
MidAmerica Nazarene University,1035,0.6465,54566,0.322496749,0.6124,10,28337,0.3839,0.9422850412,7040
Mid-Atlantic Christian University,957,0.48,36409,0.3504273504,0.36,7,22645,0.45870000000000005,0.9191176471,5078
Middle Georgia State University,1066,0.9939,35019,0.356277533,0.5451,18,10295,0.48550000000000004,0.7723880597,6766
Middle Tennessee School of Anesthesia,,,,,,,,0.0,,16260
Middle Tennessee State University,1133,0.684,38300,0.3643763797,0.7473,16,12553,0.34650000000000003,0.7968337731,8809
Middlebury College,1466,0.1345,58131,0.2157258065,0.9402,9,29047,0.4039,0.8441558442,12432
Midland College,,,31177,0.396505616,0.4932,17,6030,0.544,0.5179340029,6363
Midland University,1076,0.6375,43102,0.3412384717,0.6405,13,21756,0.4117,0.9571603427,6319
Midway University,1098,0.7774,35082,0.4345637584,0.6743,15,23204,0.24419999999999997,0.9058084772,6676
Midwestern State University,,0.946,45485,0.381792183,0.6268,17,10203,0.5393,0.8227194492,8163
Midwestern University,,,,,,,,0.0,,11989
Miles College,,,26675,0.4164588529,0.599,16,14880,0.9657,0.9004237288,4917
Millersville University of Pennsylvania,1110,0.9637,43260,0.3472617917,0.7522,19,19504,0.24849999999999997,0.9473530272,10298
Milligan University,1197,0.6035,41817,0.3186528497,0.8131,9,21913,0.226,0.8994974874,6667
Millikin University,1106,0.7481,41778,0.3184782609,0.6969,9,19230,0.3229,0.9414732593,6395
Millsaps College,1208,0.6806,39915,0.1671732523,0.7134,9,23691,0.3967,0.9511494253,8159
Milwaukee School of Engineering,1284,0.6672,72627,0.2359882006,0.8028,13,24510,0.2968,0.9307764266,9563
Minneapolis College of Art and Design,,0.6552,33370,0.2083333333,0.7662,9,28038,0.3554,0.9483204134,8038
